Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,2 Digit NAICS Industy,Rp,Link,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32
Gear Cutter,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200"
Gear Machinist,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/machinists-and-tool-and-die-makers.htm,49560,See How to Become One,"389,700",0% (Little or no change),"1,000"
GED® Instructor,0.2,0.3,0.3,0.2,0,61,0.5,https://www.bls.gov/ooh/education-training-and-library/adult-literacy-and-ged-teachers.htm,58590,Bachelor's degree,"42,200",-13% (Decline),"-5,300"
Gem Cutter,0.05,0.6,0.3,0.05,0,33,0.65,https://www.bls.gov/ooh/production/jewelers-and-precious-stone-and-metal-workers.htm,47140,High school diploma or equivalent,"47,200",-3% (Decline),"-1,400"
Gemologist,0.2,0.3,0.3,0.15,0.05,44,0.5,https://www.bls.gov/ooh/production/jewelers-and-precious-stone-and-metal-workers.htm,47140,High school diploma or equivalent,"47,200",-3% (Decline),"-1,400"
Gender Studies Professor,0.2,0.1,0.5,0.2,0.1,61,0.2727272727,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Genealogist,0.4,0.3,0.2,0.1,0,54,0.7,https://www.bls.gov/ooh/life-physical-and-social-science/historians.htm,64540,Master's degree,"3,500",3% (As fast as average),100
General Contractor,0.2,0.3,0.2,0.2,0.1,23,0.5,https://www.bls.gov/ooh/management/construction-managers.htm,101480,Bachelor's degree,"505,800",5% (Faster than average),"22,900"
General Counsel,0.4,0.2,0.3,0.6,0.5,54,0.3,https://www.bls.gov/ooh/legal/lawyers.htm,135740,Doctoral or professional degree,"826,300",8% (Faster than average),"62,400"
General Educational Development (GED®) Teacher,0.2,0.3,0.3,0.2,0,61,0.5,https://www.bls.gov/ooh/education-training-and-library/adult-literacy-and-ged-teachers.htm,58590,Bachelor's degree,"42,200",-13% (Decline),"-5,300"
General Educational Development Teacher,0.2,0.3,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/adult-literacy-and-ged-teachers.htm,58590,Bachelor's degree,"42,200",-13% (Decline),"-5,300"
General Internal Medicine Doctor,0.1,0.3,0.4,0.2,0.05,62,0.380952381,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600"
General Internist,0.2,0.3,0.3,0.2,0,62,0.5,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600"
General maintenance and repair workers,0.1,0.7,0.1,0.1,0.05,81,0.7619047619,https://www.bls.gov/ooh/installation-maintenance-and-repair/general-maintenance-and-repair-workers.htm,44980,High school diploma or equivalent,"1,607,200",4% (As fast as average),"57,200"
General Maintenance Worker,0.1,0.7,0.1,0.1,0,81,0.8,https://www.bls.gov/ooh/installation-maintenance-and-repair/general-maintenance-and-repair-workers.htm,44980,High school diploma or equivalent,"1,607,200",4% (As fast as average),"57,200"
General Manager,0.3,0.2,0.2,0.2,0.1,54,0.5,https://www.bls.gov/ooh/management/top-executives.htm,100090,Bachelor's degree,"3,787,800",3% (As fast as average),"124,200"
General office clerks,0.4,0.4,0.1,0.1,0,56,0.8,https://www.bls.gov/ooh/office-and-administrative-support/general-office-clerks.htm,38040,High school diploma or equivalent,"2,668,200",-7% (Decline),"-175,400"
General Pediatrician,0.2,0.3,0.3,0.2,0,62,0.5,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600"
General Practitioner,0.2,0.4,0.3,0.7,0.1,62,0.3529411765,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600"
General Superintendent,0.2,0.2,0.2,0.2,0.2,23,0.4,https://www.bls.gov/ooh/management/top-executives.htm,100090,Bachelor's degree,"3,787,800",3% (As fast as average),"124,200"
Generating Station Mechanic,0.1,0.4,0.3,0.1,0.1,22,0.5,https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,64190,See How to Become One,"113,300",-2% (Decline),"-2,100"
Generator Assembler,0.1,0.6,0.2,0.05,0.05,33,0.7,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700"
Genetic counselors,0.2,0.2,0.4,0.2,0,62,0.4,https://www.bls.gov/ooh/healthcare/genetic-counselors.htm,89990,Master's degree,"3,500",16% (Much faster than average),600
Genetic Engineer,0.4,0.2,0.3,0.05,0.05,54,0.6,https://www.bls.gov/ooh/architecture-and-engineering/biomedical-engineers.htm,99550,Bachelor's degree,"19,700",5% (Faster than average),"1,000"
Geochemical Manager,0.4,0.2,0.3,0.1,0.4,21,0.4285714286,https://www.bls.gov/ooh/management/natural-sciences-managers.htm,144440,Bachelor's degree,"86,300",5% (Faster than average),"4,200"
Geochemist,0.3,0.2,0.4,0.05,0.05,54,0.5,https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300"
Geodesist,0.4,0.2,0.3,0.05,0.05,54,0.6,https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300"
Geodetic Surveyor,0.4,0.3,0.2,0.05,0.05,54,0.7,https://www.bls.gov/ooh/architecture-and-engineering/surveyors.htm,63080,Bachelor's degree,"50,800",5% (Faster than average),"2,300"
Geographers,0.3,0.2,0.4,0.1,0.05,54,0.4761904762,https://www.bls.gov/ooh/life-physical-and-social-science/geographers.htm,88900,Bachelor's degree,"1,500",1% (Little or no change),0
Geographic Information Systems Professor,0.4,0.2,0.3,0.1,0,61,0.6,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Geological and hydrologic technicians,0.3,0.4,0.2,0.05,0.05,21,0.7,https://www.bls.gov/ooh/life-physical-and-social-science/geological-and-petroleum-technicians.htm,49590,Associate's degree,"12,500",2% (As fast as average),300
Geological Drafter,0.7,0.2,0.1,0.05,0.05,21,0.8181818182,https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,60400,Associate's degree,"197,300",-2% (Decline),"-4,300"
Geological Sample Tester,0.2,0.4,0.3,0.05,0.05,21,0.6,https://www.bls.gov/ooh/life-physical-and-social-science/geological-and-petroleum-technicians.htm,49590,Associate's degree,"12,500",2% (As fast as average),300
Geologist,0.2,0.3,0.4,0.1,0.05,21,0.4761904762,https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300"
Geology Professor,0.2,0.1,0.4,0.2,0.1,61,0.3,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Geomagnetist,0.4,0.2,0.3,0.05,0.05,54,0.6,https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300"
Geomatics Professor,0.4,0.1,0.3,0.15,0.05,61,0.5,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Geometrician,0.4,0.3,0.2,0.05,0.05,54,0.7,https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,99960,Master's degree,"35,600",30% (Much faster than average),"10,600"
Geometry Professor,0.3,0.2,0.4,0.1,0,61,0.5,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Geomorphologist,0.3,0.2,0.4,0.1,0,54,0.5,https://www.bls.gov/ooh/life-physical-and-social-science/geographers.htm,88900,Bachelor's degree,"1,500",1% (Little or no change),0
Geophysical Engineer,0.4,0.2,0.3,0.05,0.05,21,0.6,https://www.bls.gov/ooh/architecture-and-engineering/mining-and-geological-engineers.htm,97490,Bachelor's degree,"7,500",0% (Little or no change),0
Geophysical Manager,0.4,0.1,0.3,0.1,0.1,21,0.5,https://www.bls.gov/ooh/management/natural-sciences-managers.htm,144440,Bachelor's degree,"86,300",5% (Faster than average),"4,200"
Geophysical Prospecting Surveying Technician,0.4,0.3,0.2,0.05,0.05,21,0.7,https://www.bls.gov/ooh/architecture-and-engineering/surveying-and-mapping-technicians.htm,47180,High school diploma or equivalent,"64,200",3% (As fast as average),"2,100"
Geophysical Prospecting Surveyor,0.3,0.2,0.4,0.05,0.05,21,0.5,https://www.bls.gov/ooh/architecture-and-engineering/surveyors.htm,63080,Bachelor's degree,"50,800",5% (Faster than average),"2,300"
Geophysical Prospector,0.3,0.2,0.4,0.05,0.05,21,0.5,https://www.bls.gov/ooh/life-physical-and-social-science/geological-and-petroleum-technicians.htm,49590,Associate's degree,"12,500",2% (As fast as average),300
Geophysicist,0.4,0.2,0.3,0.1,0.1,21,0.5454545455,https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300"
Geoscience Professor,0.3,0.1,0.4,0.15,0.05,61,0.4,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Geoscientist,0.3,0.2,0.4,0.05,0.05,21,0.5,https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300"
Geoscientists,0.3,0.2,0.4,0.1,0.05,21,0.4761904762,https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300"
Geotechnical Engineer,0.3,0.2,0.4,0.1,0.1,54,0.4545454545,https://www.bls.gov/ooh/architecture-and-engineering/civil-engineers.htm,89940,Bachelor's degree,"326,300",5% (Faster than average),"16,200"
Geotechnical Engineering Technician,0.3,0.4,0.2,0.05,0.05,54,0.7,https://www.bls.gov/ooh/architecture-and-engineering/civil-engineering-technicians.htm,59630,Associate's degree,"64,800",1% (Little or no change),600
Geriatric Personal Care Aide,0.1,0.6,0.1,0.8,0.05,62,0.4242424242,https://www.bls.gov/ooh/healthcare/home-health-aides-and-personal-care-aides.htm,30180,High school diploma or equivalent,"3,715,500",22% (Much faster than average),"804,600"
Geriatric Physical Therapist,0.1,0.4,0.3,0.2,0,62,0.5,https://www.bls.gov/ooh/healthcare/physical-therapists.htm,97720,Doctoral or professional degree,"246,800",15% (Much faster than average),"37,300"
Geriatric Psychiatrist,0.2,0.2,0.4,0.2,0,62,0.4,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600"
Geriatric Social Work Professor,0.3,0.1,0.4,0.2,0.1,61,0.3636363636,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
German Professor,0.3,0.2,0.3,0.2,0,61,0.5,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Gerontological Nurse Practitioner,0.2,0.3,0.25,0.25,0.05,62,0.4761904762,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,125900,Master's degree,"323,900",38% (Much faster than average),"123,600"
Gerontologist,0.2,0.3,0.3,0.7,0.1,62,0.3125,https://www.bls.gov/ooh/life-physical-and-social-science/medical-scientists.htm,99930,Doctoral or professional degree,"119,000",10% (Much faster than average),"11,600"
Geropsychologists,0.1,0.2,0.4,0.3,0.05,62,0.2857142857,https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,85330,See How to Become One,"196,000",6% (Faster than average),"12,000"
Gift Wrapper,0.05,0.8,0.05,0.1,0,44,0.85,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,34960,See How to Become One,"7,099,400",5% (Faster than average),"353,400"
GIS Geographer,0.7,0.1,0.15,0.05,0,54,0.8,https://www.bls.gov/ooh/life-physical-and-social-science/geographers.htm,88900,Bachelor's degree,"1,500",1% (Little or no change),0
GIS Mapping Technician,0.8,0.5,0.4,0.1,0.05,54,0.7027027027,https://www.bls.gov/ooh/architecture-and-engineering/surveying-and-mapping-technicians.htm,47180,High school diploma or equivalent,"64,200",3% (As fast as average),"2,100"
GIS Professor,0.7,0.1,0.6,0.4,0.2,61,0.4,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Glaciologist,0.3,0.2,0.4,0.1,0.05,54,0.4761904762,https://www.bls.gov/ooh/life-physical-and-social-science/geographers.htm,88900,Bachelor's degree,"1,500",1% (Little or no change),0
Glass Artist,0.1,0.4,0.4,0.1,0,71,0.5,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,53140,See How to Become One,"54,600",4% (As fast as average),"2,400"
Glass Decorator,0.1,0.6,0.2,0.05,0.05,33,0.7,https://www.bls.gov/ooh/production/painting-and-coating-workers.htm,43370,See How to Become One,"185,900",1% (Little or no change),"1,000"
Glass Science Engineer,0.3,0.2,0.4,0.1,0.1,33,0.4545454545,https://www.bls.gov/ooh/architecture-and-engineering/materials-engineers.htm,100140,Bachelor's degree,"22,300",5% (Faster than average),"1,100"
Glaziers,0.1,0.6,0.2,0.1,0.05,23,0.6666666667,https://www.bls.gov/ooh/construction-and-extraction/glaziers.htm,48720,High school diploma or equivalent,"54,500",2% (As fast as average),"1,200"
Global Engineering Manager,0.4,0.1,0.3,0.1,0.1,54,0.5,https://www.bls.gov/ooh/management/architectural-and-engineering-managers.htm,159920,Bachelor's degree,"201,500",4% (As fast as average),"8,200"
Go-Cart Mechanic,0.05,0.6,0.25,0.05,0.05,71,0.65,https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,44080,See How to Become One,"88,000",3% (As fast as average),"2,500"
Go-Go Dancer,0.05,0.7,0.1,0.15,0,71,0.75,https://www.bls.gov/ooh/entertainment-and-sports/dancers-and-choreographers.htm,,See How to Become One,"18,400",5% (Faster than average),"1,000"
Goat Herder,0.05,0.7,0.1,0.15,0.1,11,0.6818181818,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,"804,600",-2% (Decline),"-16,000"
Gold Buyer,0.2,0.4,0.2,0.2,0,44,0.6,https://www.bls.gov/ooh/business-and-financial/purchasing-managers-buyers-and-purchasing-agents.htm,75120,Bachelor's degree,"571,900",-6% (Decline),"-34,600"
Goldsmith,0.05,0.6,0.25,0.05,0.05,33,0.65,https://www.bls.gov/ooh/production/jewelers-and-precious-stone-and-metal-workers.htm,47140,High school diploma or equivalent,"47,200",-3% (Decline),"-1,400"
Golf Cart Mechanic,0.1,0.7,0.1,0.1,0,71,0.8,https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,44080,See How to Become One,"88,000",3% (As fast as average),"2,500"
Golf Club Manager,0.3,0.2,0.2,0.3,0.5,71,0.3333333333,https://www.bls.gov/ooh/management/entertainment-and-recreation-managers.htm,67220,Bachelor's degree,"26,400",8% (Faster than average),"2,200"
Golf Course Architect,0.2,0.2,0.4,0.1,0.1,71,0.4,https://www.bls.gov/ooh/architecture-and-engineering/landscape-architects.htm,73210,Bachelor's degree,"23,600",1% (Little or no change),200
Golf Course Designer,0.3,0.1,0.4,0.1,0.1,71,0.4,https://www.bls.gov/ooh/architecture-and-engineering/landscape-architects.htm,73210,Bachelor's degree,"23,600",1% (Little or no change),200
Golf Course Laborer,0.05,0.8,0.05,0.1,0,71,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,"1,281,600",3% (As fast as average),"44,200"
Governess,0.1,0.4,0.2,0.3,0.2,61,0.4166666667,https://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm,28520,High school diploma or equivalent,"945,900",-2% (Decline),"-18,500"
Government Affairs Researcher,0.4,0.2,0.3,0.1,0,92,0.6,https://www.bls.gov/ooh/life-physical-and-social-science/political-scientists.htm,128020,Master's degree,"6,200",7% (Faster than average),400
Government Affairs Specialist,0.4,0.2,0.2,0.2,0.1,92,0.5454545455,https://www.bls.gov/ooh/life-physical-and-social-science/political-scientists.htm,128020,Master's degree,"6,200",7% (Faster than average),400
Government Documents Librarian,0.4,0.3,0.2,0.1,0,51,0.7,https://www.bls.gov/ooh/education-training-and-library/librarians.htm,61660,Master's degree,"141,200",3% (As fast as average),"4,300"
Government Professor,0.2,0.2,0.4,0.2,0.1,61,0.3636363636,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Government Service Executive,0.4,0.2,0.2,0.1,0.1,92,0.6,https://www.bls.gov/ooh/management/top-executives.htm,100090,Bachelor's degree,"3,787,800",3% (As fast as average),"124,200"
Governor,0.2,0.1,0.3,0.2,0.2,92,0.3,https://www.bls.gov/ooh/management/top-executives.htm,100090,Bachelor's degree,"3,787,800",3% (As fast as average),"124,200"
GP Doctor,0.2,0.4,0.2,0.2,0,62,0.6,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600"
GPS Car Navigation Installer,0.2,0.6,0.1,0.1,0,44,0.8,https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,64190,See How to Become One,"113,300",-2% (Decline),"-2,100"
Grader Operator,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,"483,300",3% (As fast as average),"13,300"
