Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,Education Level,2 Digit NAICS Industy,Rp,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32,URL
Fumigator,0.05,0.7,0.1,0.1,0.05,Highschool,56,0.75,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Fund Accountant,0.7,0.6,0.4,0.2,0.1,Bachelors,52,0.65,60190,See How to Become One,"299,300",6% (Faster than average),"18,900",https://www.bls.gov/ooh/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm
Funding Coordinator,0.4,0.3,0.2,0.1,0.1,Bachelors,52,0.6363636364,60190,See How to Become One,"299,300",6% (Faster than average),"18,900",https://www.bls.gov/ooh/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm
Fundraisers,0.3,0.2,0.25,0.5,0.2,Bachelors,81,0.3448275862,78000,Bachelor's degree,"1,538,400",4% (As fast as average),"67,400",https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm
Fundraising Director,0.4,0.2,0.2,0.6,0.4,Bachelors,81,0.3333333333,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm
Fundraising Officer,0.4,0.2,0.2,0.2,0.1,Bachelors,81,0.5454545455,47180,High school diploma or equivalent,"64,200",3% (As fast as average),"2,100",https://www.bls.gov/ooh/architecture-and-engineering/surveying-and-mapping-technicians.htm
Funeral Arrangement Director,0.2,0.4,0.2,0.8,0.4,Associates,81,0.3,43130,No formal educational credential,"2,200",0% (Little or no change),0,https://www.bls.gov/ooh/sales/models.htm
Funeral Arranger,0.2,0.4,0.2,0.8,0.2,Associates,81,0.3333333333,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm
Funeral Car Driver,0.05,0.7,0.05,0.2,0,Highschool,81,0.75,53420,See How to Become One,"37,700",10% (Much faster than average),"3,700",https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm
Funeral Home Director,0.2,0.4,0.2,0.6,0.4,Associates,81,0.3333333333,55960,Bachelor's degree,"58,500",-3% (Decline),"-1,900",https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm
Funeral Home Makeup Artist,0.05,0.6,0.2,0.15,0,Professional Certificate,81,0.65,62420,Bachelor's degree,"87,500",7% (Faster than average),"5,800",https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm
Funeral Home Manager,0.2,0.3,0.2,0.2,0.1,Associates,81,0.5,61660,Master's degree,"141,200",3% (As fast as average),"4,300",https://www.bls.gov/ooh/education-training-and-library/librarians.htm
Funeral Service Manager,0.2,0.3,0.2,0.2,0.1,Associates,81,0.5,35280,See How to Become One,"161,500",-6% (Decline),"-9,600",https://www.bls.gov/ooh/education-training-and-library/library-technicians-and-assistants.htm
Funeral service workers,0.1,0.4,0.2,0.3,0.1,Associates,81,0.4545454545,85320,Bachelor's degree,"175,300",7% (Faster than average),"11,700",https://www.bls.gov/ooh/entertainment-and-sports/producers-and-directors.htm
Furnace Converter,0.05,0.7,0.1,0.1,0.05,Highschool,33,0.75,53960,See How to Become One,"142,800",2% (As fast as average),"2,500",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm
Furnace Fitter,0.05,0.7,0.1,0.1,0.05,Highschool,33,0.75,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Furnace Mason,0.05,0.7,0.15,0.1,0,Professional Certificate,23,0.75,78000,Bachelor's degree,"1,538,400",4% (As fast as average),"67,400",https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm
Furniture Arranger,0.1,0.6,0.2,0.1,0,Highschool,44,0.7,78000,Bachelor's degree,"1,538,400",4% (As fast as average),"67,400",https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm
Furniture Designer,0.3,0.2,0.4,0.1,0.05,Bachelors,33,0.4761904762,82210,Bachelor's degree,"65,600",20% (Much faster than average),"12,800",https://www.bls.gov/ooh/business-and-financial/financial-examiners.htm
Furniture Refinisher,0.05,0.7,0.2,0.05,0,Highschool,33,0.75,95390,Bachelor's degree,"327,600",13% (Much faster than average),"42,000",https://www.bls.gov/ooh/business-and-financial/personal-financial-advisors.htm
Furniture Sander,0.05,0.8,0.05,0.05,0.05,,33,0.85,139790,Bachelor's degree,"792,600",16% (Much faster than average),"126,600",https://www.bls.gov/ooh/management/financial-managers.htm
Fur Trapper,0.05,0.7,0.15,0.1,0.05,,11,0.7142857143,139790,Bachelor's degree,"792,600",16% (Much faster than average),"126,600",https://www.bls.gov/ooh/management/financial-managers.htm
Gaffer,0.1,0.4,0.2,0.2,0.1,Professional Certificate,51,0.5,96220,Bachelor's degree,"376,100",8% (Faster than average),"29,000",https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm
Gage Designer,0.3,0.4,0.2,0.05,0.05,Associates,33,0.7,31130,Postsecondary nondegree award,"196,900",9% (Much faster than average),"17,100",https://www.bls.gov/ooh/personal-care-and-service/manicurists-and-pedicurists.htm
Galactic Astronomer,0.4,0.2,0.35,0.05,0,PhD,54,0.6,31130,Postsecondary nondegree award,"196,900",9% (Much faster than average),"17,100",https://www.bls.gov/ooh/personal-care-and-service/manicurists-and-pedicurists.htm
Galley Cook,0.05,0.7,0.1,0.1,0.05,Highschool,72,0.75,63740,Bachelor's degree,"18,500",13% (Much faster than average),"2,300",https://www.bls.gov/ooh/life-physical-and-social-science/forensic-science-technicians.htm
Galvanizer,0.05,0.7,0.1,0.1,0.05,Highschool,33,0.75,51390,High school diploma or equivalent,"956,300",1% (Little or no change),"8,600",https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm
Gambling Cage Cashier,0.2,0.6,0.1,0.1,0,Highschool,71,0.8,60190,See How to Become One,"299,300",6% (Faster than average),"18,900",https://www.bls.gov/ooh/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm
Gambling Cashier,0.2,0.6,0.1,0.1,0,Highschool,71,0.8,49490,See How to Become One,"294,200",-3% (Decline),"-8,900",https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm
Gambling Department Head,0.3,0.2,0.2,0.2,0.1,Bachelors,71,0.5,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Gambling Director,0.3,0.2,0.2,0.2,0.1,Bachelors,71,0.5,72040,See How to Become One,"342,600",-3% (Decline),"-10,700",https://www.bls.gov/ooh/business-and-financial/claims-adjusters-appraisers-examiners-and-investigators.htm
Gambling Manager,0.3,0.4,0.1,0.5,0.6,Associates,71,0.3684210526,46900,High school diploma or equivalent,"99,500",3% (As fast as average),"3,400",https://www.bls.gov/ooh/office-and-administrative-support/police-fire-and-ambulance-dispatchers.htm
Gambling Monitor,0.3,0.4,0.1,0.2,0,Highschool,71,0.7,51680,Postsecondary nondegree award,"334,200",4% (As fast as average),"12,000",https://www.bls.gov/ooh/protective-service/firefighters.htm
Gambling services workers,0.1,0.6,0.1,0.2,0.05,Highschool,71,0.6666666667,51680,Postsecondary nondegree award,"334,200",4% (As fast as average),"12,000",https://www.bls.gov/ooh/protective-service/firefighters.htm
Gambling Supervisor,0.1,0.4,0.2,0.2,0.1,Highschool,71,0.5,51680,Postsecondary nondegree award,"334,200",4% (As fast as average),"12,000",https://www.bls.gov/ooh/protective-service/firefighters.htm
Gambling Surveillance Observer,0.3,0.5,0.1,0.1,0,Highschool,71,0.8,51680,Postsecondary nondegree award,"334,200",4% (As fast as average),"12,000",https://www.bls.gov/ooh/protective-service/firefighters.htm
Gambling Surveillance Officer,0.4,0.4,0.1,0.1,0,Highschool,71,0.8,65800,See How to Become One,"17,400",5% (Faster than average),900,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm
Game Show Host,0.1,0.3,0.2,0.4,0.1,Highschool,71,0.3636363636,65800,See How to Become One,"17,400",5% (Faster than average),900,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm
Game Warden,0.2,0.4,0.2,0.2,0.1,Associates,11,0.5454545455,65800,See How to Become One,"17,400",5% (Faster than average),900,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm
Garbage Collector,0.05,0.8,0.05,0.1,0,Highschool,56,0.85,100660,Bachelor's degree,"22,000",4% (As fast as average),800,https://www.bls.gov/ooh/architecture-and-engineering/health-and-safety-engineers.htm
Garbage Truck Driver,0.05,0.8,0.05,0.05,0.05,Highschool,56,0.85,100660,Bachelor's degree,"22,000",4% (As fast as average),800,https://www.bls.gov/ooh/architecture-and-engineering/health-and-safety-engineers.htm
Gas Distribution and Emergency Clerk,0.4,0.4,0.1,0.1,0.05,Associates,22,0.7619047619,65800,See How to Become One,"17,400",5% (Faster than average),900,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm
Gas Furnace Installer,0.05,0.6,0.2,0.1,0.05,Professional Certificate,23,0.65,100660,Bachelor's degree,"22,000",4% (As fast as average),800,https://www.bls.gov/ooh/architecture-and-engineering/health-and-safety-engineers.htm
Gas Main Fitter,0.05,0.7,0.1,0.15,0,Highschool,22,0.75,65800,See How to Become One,"17,400",5% (Faster than average),900,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm
Gas Main Fitter Helper,0.05,0.7,0.1,0.1,0.05,Highschool,22,0.75,65800,See How to Become One,"17,400",5% (Faster than average),900,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm
Gas Plumber,0.1,0.6,0.2,0.1,0.05,Professional Certificate,23,0.6666666667,60090,High school diploma or equivalent,"482,700",2% (As fast as average),"10,900",https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm
Gastroenterologist,0.1,0.3,0.4,0.2,0.05,Doctorate,62,0.380952381,60090,High school diploma or equivalent,"482,700",2% (As fast as average),"10,900",https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm
Gastroenterology Nurse Practitioner,0.2,0.3,0.3,0.2,0,Professional Certificate,62,0.5,66100,See How to Become One,"83,200",2% (As fast as average),"1,500",https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm
Gastroenterology Professor,0.1,0.2,0.4,0.3,0.1,Doctorate,61,0.2727272727,139790,Bachelor's degree,"792,600",16% (Much faster than average),"126,600",https://www.bls.gov/ooh/management/financial-managers.htm
Gas Turbine Assembler,0.1,0.6,0.2,0.05,0.05,Highschool,33,0.7,69160,See How to Become One,"808,700",3% (As fast as average),"23,800",https://www.bls.gov/ooh/protective-service/police-and-detectives.htm
Gate Agent,0.3,0.5,0.1,0.7,0.1,Highschool,48,0.4705882353,67430,Bachelor's degree,"19,100",3% (As fast as average),600,https://www.bls.gov/ooh/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm
Gear Cutter,0.05,0.7,0.15,0.05,0.05,Highschool,33,0.75,67430,Bachelor's degree,"19,100",3% (As fast as average),600,https://www.bls.gov/ooh/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm
Gear Machinist,0.05,0.7,0.15,0.05,0.05,Highschool,33,0.75,36190,See How to Become One,"269,200",6% (Faster than average),"16,400",https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm
GED® Instructor,0.2,0.3,0.3,0.2,0,Bachelors,61,0.5,75760,High school diploma or equivalent,"922,900",-5% (Decline),"-42,300",https://www.bls.gov/ooh/management/farmers-ranchers-and-other-agricultural-managers.htm
Gem Cutter,0.05,0.6,0.3,0.05,0,Professional Certificate,33,0.65,,No formal educational credential,"27,300",0% (Little or no change),-100,https://www.bls.gov/ooh/farming-fishing-and-forestry/fishers-and-related-fishing-workers.htm
Gemologist,0.2,0.3,0.3,0.15,0.05,Professional Certificate,45,0.5,36190,See How to Become One,"269,200",6% (Faster than average),"16,400",https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm
Gender Studies Professor,0.2,0.1,0.5,0.2,0.1,PhD,61,0.2727272727,69160,See How to Become One,"808,700",3% (As fast as average),"23,800",https://www.bls.gov/ooh/protective-service/police-and-detectives.htm
Genealogist,0.4,0.3,0.2,0.1,0,Bachelors,54,0.7,67220,Bachelor's degree,"26,400",8% (Faster than average),"2,200",https://www.bls.gov/ooh/management/entertainment-and-recreation-managers.htm
General Contractor,0.2,0.3,0.2,0.2,0.1,Professional Certificate,23,0.5,45380,High school diploma or equivalent,"329,500",14% (Much faster than average),"45,200",https://www.bls.gov/ooh/personal-care-and-service/fitness-trainers-and-instructors.htm
General Counsel,0.4,0.2,0.3,0.6,0.5,Professional Certificate,54,0.3,45860,"Some college, no degree","1,735,800",-6% (Decline),"-108,300",https://www.bls.gov/ooh/office-and-administrative-support/bookkeeping-accounting-and-auditing-clerks.htm
General Educational Development (GED®) Teacher,0.2,0.3,0.3,0.2,0,Bachelors,61,0.5,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm
General Educational Development Teacher,0.2,0.3,0.3,0.2,0.1,Bachelors,61,0.4545454545,53680,No formal educational credential,"504,300",-8% (Decline),"-39,000",https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm
General Internal Medicine Doctor,0.1,0.3,0.4,0.2,0.05,Doctorate,62,0.380952381,53680,No formal educational credential,"504,300",-8% (Decline),"-39,000",https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm
General Internist,0.2,0.3,0.3,0.2,0,Doctorate,62,0.5,46140,Associate's degree,"38,800",5% (Faster than average),"1,900",https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-science-technicians.htm
General maintenance and repair workers,0.1,0.7,0.1,0.1,0.05,Highschool,81,0.7619047619,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm
General Maintenance Worker,0.1,0.7,0.1,0.1,0,Highschool,81,0.8,45570,High school diploma or equivalent,"1,312,000",-4% (Decline),"-54,900",https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm
General Manager,0.3,0.2,0.2,0.2,0.1,Bachelors,54,0.5,74410,Associate's degree,"10,200",8% (Faster than average),800,https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineering-and-operations-technicians.htm
General office clerks,0.4,0.4,0.1,0.1,0,Highschool,56,0.8,148900,See How to Become One,"142,600",4% (As fast as average),"5,600",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm
General Pediatrician,0.2,0.3,0.3,0.2,0,Doctorate,62,0.5,39410,Postsecondary nondegree award,"269,000",5% (Faster than average),"14,600",https://www.bls.gov/ooh/healthcare/emts-and-paramedics.htm
General Practitioner,0.2,0.4,0.3,0.7,0.1,Doctorate,62,0.3529411765,63760,High school diploma or equivalent,"111,100",11% (Much faster than average),"12,600",https://www.bls.gov/ooh/transportation-and-material-moving/flight-attendants.htm
General Superintendent,0.2,0.2,0.2,0.2,0.2,Bachelors,23,0.4,126880,Bachelor's degree,"63,800",6% (Faster than average),"3,900",https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineers.htm
Generating Station Mechanic,0.1,0.4,0.3,0.1,0.1,Associates,22,0.5,126880,Bachelor's degree,"63,800",6% (Faster than average),"3,900",https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineers.htm
Generator Assembler,0.1,0.6,0.2,0.05,0.05,Highschool,33,0.7,70740,See How to Become One,"161,000",4% (As fast as average),"7,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
Genetic counselors,0.2,0.2,0.4,0.2,0,Masters,62,0.4,31990,No formal educational credential,"2,382,900",1% (Little or no change),"29,900",https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm
Genetic Engineer,0.4,0.2,0.3,0.05,0.05,PhD,54,0.6,47890,No formal educational credential,"120,900",3% (As fast as average),"3,500",https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm
Geochemical Manager,0.4,0.2,0.3,0.1,0.4,Masters,21,0.4285714286,47890,No formal educational credential,"120,900",3% (As fast as average),"3,500",https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm
Geochemist,0.3,0.2,0.4,0.05,0.05,PhD,54,0.5,47890,No formal educational credential,"120,900",3% (As fast as average),"3,500",https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm
Geodesist,0.4,0.2,0.3,0.05,0.05,Bachelors,54,0.6,47890,No formal educational credential,"120,900",3% (As fast as average),"3,500",https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm
Geodetic Surveyor,0.4,0.3,0.2,0.05,0.05,Bachelors,54,0.7,47890,No formal educational credential,"120,900",3% (As fast as average),"3,500",https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm
